"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","Class"
1,1,502,0.927825,0.252866,0.298838,0.170521,0.735936,0.428325,0.567947,0.47437,0.245675,0.104226,0.869091,0.997518,0.44862,0.307522,0.85831,0.796997,0.869893,1
1,2,249,0.457728,0.359448,0.306957,0.843331,0.934851,0.444572,0.828015,0.296618,0.61687,0.975786,0.914344,0.845247,0.864152,0.346713,0.356573,0.438447,0.512256,2
1,3,202,0.373238,0.517399,0.504993,0.618903,0.605571,0.746225,0.195928,0.815667,0.679355,0.803413,0.643995,0.718441,0.924775,0.315371,0.250642,0.285636,0.365858,2
1,4,56,0.104055,0.197533,0.421837,0.742056,0.490828,0.005525,0.392123,0.010015,0.471463,0.597879,0.761659,0.362751,0.912819,0.977971,0.845921,0.699431,0.475987,2
1,5,278,0.513199,0.061812,0.635837,0.844798,0.441502,0.191926,0.487546,0.358534,0.551543,0.743877,0.312349,0.650223,0.522261,0.043545,0.37666,0.280098,0.132283,2
1,6,342,0.629026,0.30338,0.813408,0.222817,0.971206,0.609778,0.647804,0.737914,0.440943,0.035982,0.615868,0.017487,0.93232,0.329318,0.954123,0.135379,0.294805,2
1,7,297,0.548838,0.153583,0.654415,0.140346,0.796646,0.40584,0.662636,0.049427,0.578519,0.264855,0.959217,0.698107,0.467359,0.637078,0.011251,0.147325,0.213814,2
1,8,486,0.898731,0.931822,0.916648,0.399106,0.009445,0.846257,0.683773,0.397306,0.886768,0.522428,0.694774,0.886522,0.411673,0.481108,0.926546,0.026431,0.09274,2
1,9,191,0.352972,0.988121,0.28707,0.563626,0.402708,0.380932,0.479191,0.060165,0.236524,0.290484,0.391833,0.254944,0.4884,0.053684,0.862226,0.415055,0.487126,2
1,10,225,0.413931,0.805288,0.163486,0.861902,0.947595,0.546564,0.426141,0.41708,0.94561,0.325388,0.666527,0.37427,0.100291,0.21329,0.22286,0.007286,0.420027,2
1,11,158,0.293692,0.423498,0.329803,0.457838,0.829782,0.497767,0.15944,0.971122,0.492343,0.084269,0.974334,0.926424,0.295426,0.804212,0.87084,0.546295,0.884871,2
1,12,229,0.424916,0.903222,0.173306,0.791005,0.476184,0.681176,0.905844,0.828415,0.083717,0.520567,0.072915,0.948095,0.999616,0.728459,0.285888,0.21089,0.83359,2
1,13,527,0.976907,0.857929,0.614971,0.615516,0.352769,0.83396,0.095092,0.230893,0.954833,0.577182,0.783511,0.530425,0.17517,0.544458,0.081392,0.733015,0.531369,1
1,14,8,0.013556,0.623447,0.519136,0.254456,0.366947,0.055696,0.518501,0.371257,0.853784,0.34704,0.947347,0.597281,0.428806,0.40137,0.820446,0.599584,0.135681,2
1,15,109,0.201241,0.968108,0.83644,0.609977,0.244682,0.788271,0.356017,0.125054,0.510103,0.403966,0.865612,0.499516,0.589648,0.014998,0.893355,0.562122,0.028449,2
1,16,168,0.310913,0.909293,0.719117,0.433167,0.997142,0.231382,0.771589,0.593069,0.109139,0.215117,0.051819,0.293526,0.751845,0.922481,0.606573,0.318209,0.718854,2
1,17,376,0.696774,0.702883,0.975636,0.983485,0.031137,0.938889,0.744846,0.752254,0.412524,0.586656,0.941653,0.247466,0.550211,0.229891,0.691478,0.999306,0.647063,2
1,18,428,0.791531,0.794123,0.430667,0.916778,0.897785,0.729779,0.560204,0.658953,0.835252,0.644759,0.444219,0.820039,0.878055,0.238453,0.413538,0.378726,0.973049,2
1,19,124,0.227814,0.868964,0.839547,0.133349,0.95134,0.179081,0.023152,0.144847,0.674269,0.083273,0.437239,0.231382,0.424553,0.578621,0.140284,0.538909,0.620392,2
1,20,292,0.539764,0.408204,0.391342,0.660984,0.730277,0.415557,0.67797,0.092243,0.457695,0.97105,0.116669,0.893424,0.89528,0.41211,0.06749,0.254949,0.146701,2
1,21,70,0.129787,0.881825,0.531266,0.546997,0.626596,0.689773,0.941651,0.466419,0.098313,0.435143,0.730366,0.868268,0.85282,0.525977,0.785421,0.630603,0.740923,2
1,22,194,0.360447,0.93911,0.149995,0.57904,0.29749,0.905608,0.765232,0.026879,0.608748,0.316249,0.842603,0.384432,0.601,0.941488,0.981675,0.225053,0.692644,2
1,23,366,0.675725,0.02493,0.113832,0.833686,0.268191,0.936407,0.577269,0.728363,0.846494,0.419848,0.286228,0.782014,0.455999,0.450857,0.909224,0.827098,0.125961,2
1,24,442,0.81787,0.54848,0.98325,0.475169,0.672255,0.198055,0.27025,0.453985,0.725451,0.653351,0.099092,0.369056,0.252057,0.426083,0.381708,0.775821,0.561838,2
1,25,148,0.272825,0.288014,0.424075,0.825867,0.686728,0.317001,0.107176,0.761054,0.720973,0.984839,0.345239,0.145047,0.961694,0.021561,0.127715,0.978176,0.877524,2
1,26,17,0.029995,0.500945,0.18144,0.501907,0.017165,0.683837,0.239436,0.694846,0.762668,0.11862,0.694098,0.489323,0.354129,0.527806,0.777713,0.309117,0.262728,2
1,27,201,0.371872,0.742212,0.063045,0.18916,0.846139,0.874233,0.143819,0.156296,0.353835,0.393121,0.633843,0.788371,0.856284,0.602019,0.168631,0.534522,0.987513,2
1,28,80,0.148787,0.34509,0.085157,0.737007,0.345312,0.172234,0.69067,0.097401,0.183404,0.371574,0.480701,0.506994,0.823968,0.146708,0.59553,0.371591,0.199846,2
1,29,131,0.24067,0.830739,0.021991,0.99855,0.294418,0.71617,0.41555,0.921415,0.139468,0.069256,0.981448,0.205876,0.194218,0.501133,0.181758,0.691084,0.615791,2
1,30,397,0.734772,0.937693,0.89297,0.235562,0.98242,0.532903,0.398452,0.19563,0.898278,0.736031,0.889063,0.978484,0.828647,0.442606,0.452043,0.769883,0.435866,2
1,31,477,0.883149,0.02928,0.359467,0.357382,0.526268,0.036278,0.590755,0.137506,0.048151,0.662521,0.338002,0.305894,0.026762,0.030902,0.339045,0.576479,0.759567,2
1,32,180,0.329158,0.576085,0.022301,0.384342,0.822694,0.71693,0.325197,0.854684,0.398639,0.835673,0.467984,0.004825,0.682274,0.114236,0.566028,0.559204,0.802771,2
1,33,62,0.115738,0.529137,0.188375,0.418222,0.333328,0.13833,0.1202,0.53258,0.96735,0.158751,0.474754,0.142948,0.164271,0.809068,0.76881,0.936033,0.402335,2
1,34,227,0.420645,0.431975,0.686291,0.043078,0.041824,0.986828,0.86841,0.414101,0.530654,0.42267,0.182383,0.89742,0.729727,0.158203,0.87517,0.618953,0.218368,2
1,35,511,0.944566,0.245755,0.680601,0.967,0.449789,0.593078,0.272489,0.676484,0.756458,0.619869,0.90925,0.702106,0.763603,0.376942,0.477158,0.352573,0.328102,2
1,36,235,0.436049,0.668261,0.995955,0.109089,0.034916,0.264479,0.992529,0.700669,0.410696,0.000419,0.309555,0.73163,0.699517,0.143323,0.24972,0.129111,0.82339,2
1,37,129,0.236896,0.636875,0.5418,0.068864,0.860347,0.45734,0.059165,0.382444,0.349006,0.333493,0.298011,0.763593,0.064541,0.000732,0.745185,0.671101,0.005699,2
1,38,410,0.758718,0.475841,0.833073,0.09325,0.161021,0.828598,0.215001,0.392582,0.650206,0.81806,0.016791,0.393927,0.622843,0.068229,0.592253,0.555532,0.102812,2
1,39,338,0.624181,0.352267,0.691971,0.214774,0.814584,0.437888,0.220245,0.574827,0.25685,0.545555,0.360006,0.052521,0.920706,0.67687,0.828809,0.299336,0.12172,2
1,40,327,0.604438,0.491999,0.117148,0.403814,0.591458,0.657343,0.18231,0.654878,0.558982,0.600618,0.03493,0.745948,0.055228,0.951103,0.742371,0.386519,0.784526,2
1,41,136,0.252251,0.554051,0.056499,0.569249,0.053864,0.476066,0.044143,0.154594,0.218628,0.35699,0.382903,0.215717,0.717705,0.32464,0.713245,0.461035,0.522124,2
1,42,289,0.534487,0.07235,0.508044,0.797351,0.854942,0.534399,0.499421,0.865816,0.514791,0.500726,0.41041,0.549086,0.117909,0.901309,0.274064,0.644323,0.038789,2
1,43,271,0.500186,0.542542,0.578932,0.939127,0.187564,0.643975,0.101768,0.610326,0.38091,0.878105,0.68167,0.929239,0.988242,0.136341,0.128086,0.648093,0.384532,2
1,44,488,0.904871,0.965467,0.763904,0.633559,0.759305,0.21683,0.255341,0.665203,0.368365,0.747902,0.934944,0.956876,0.420295,0.986997,0.955677,0.485108,0.206474,1
1,45,520,0.961589,0.514783,0.819531,0.288644,0.528931,0.796684,0.843942,0.037139,0.464197,0.776285,0.775232,0.124202,0.740232,0.883947,0.20302,0.032278,0.688734,2
1,46,89,0.162145,0.55923,0.888008,0.334936,0.089916,0.466295,0.652753,0.541212,0.475614,0.373546,0.709623,0.613065,0.88466,0.875652,0.549356,0.166465,0.537765,2
1,47,412,0.761214,0.344103,0.777036,0.158458,0.664699,0.576139,0.044687,0.774181,0.497616,0.394575,0.067845,0.057784,0.153044,0.61385,0.271658,0.05997,0.595262,2
1,48,212,0.390891,0.59926,0.854089,0.77146,0.060718,0.305602,0.719193,0.490189,0.604712,0.530933,0.059818,0.606469,0.209066,0.96128,0.791848,0.190488,0.843583,2
1,49,423,0.783255,0.959955,0.054978,0.422302,0.189559,0.768513,0.898006,0.940133,0.696245,0.014254,0.848723,0.269197,0.317335,0.365386,0.732467,0.445872,0.003184,1
1,50,451,0.834265,0.732401,0.375062,0.720275,0.939297,0.224491,0.860446,0.866764,0.830676,0.989771,0.575232,0.441944,0.32576,0.009097,0.947493,0.845073,0.639294,2
1,51,13,0.023074,0.665626,0.967062,0.378128,0.336371,0.821557,0.911618,0.788944,0.827207,0.492424,0.566999,0.634461,0.069407,0.514058,0.3193,0.430015,0.304843,2
1,52,499,0.92563,0.604524,0.30406,0.585937,0.54166,0.894944,0.973058,0.24959,0.776806,0.487479,0.366694,0.094332,0.441679,0.356113,0.694971,0.889775,0.180346,2
1,53,445,0.822252,0.914549,0.26441,0.027094,0.691121,0.971818,0.672251,0.724063,0.738698,0.514835,0.244434,0.038655,0.258082,0.817547,0.667178,0.074185,0.467084,2
1,54,314,0.581644,0.053602,0.293927,0.299382,0.534213,0.156428,0.638372,0.557336,0.535018,0.270267,0.754844,0.933518,0.709916,0.589109,0.802358,0.423921,0.256744,2
1,55,253,0.468096,0.709534,0.964369,0.673798,0.131002,0.708804,0.619074,0.524285,0.225811,0.01687,0.237431,0.683611,0.315722,0.250015,0.046623,0.744735,0.763153,2
1,56,106,0.19554,0.461462,0.709034,0.880216,0.323156,0.299818,0.947649,0.985767,0.165824,0.677366,0.199911,0.077449,0.124203,0.75614,0.220593,0.327888,0.556321,2
1,57,244,0.451536,0.629058,0.239815,0.99016,0.356758,0.313227,0.594777,0.21572,0.686377,0.68995,0.719657,0.173151,0.364855,0.428455,0.916978,0.750696,0.1577,2
1,58,469,0.867315,0.436953,0.070029,0.144875,0.199279,0.701177,0.366411,0.96465,0.127939,0.687026,0.971489,0.025957,0.344136,0.099746,0.20724,0.000465,0.949122,1
1,59,154,0.28669,0.750674,0.8819,0.92471,0.777145,0.977849,0.304483,0.206219,0.712283,0.007772,0.201377,0.086849,0.489029,0.932232,0.725313,0.855202,0.071784,2
1,60,540,0.998815,0.66095,0.795794,0.20166,0.645861,0.558637,0.47362,0.017065,0.060002,0.167684,0.553579,0.265857,0.183513,0.277597,0.654309,0.529666,0.294342,2
1,61,388,0.718118,0.237976,0.256837,0.290491,0.279041,0.386212,0.065132,0.884029,0.43073,0.723415,0.52296,0.692042,0.57857,0.750851,0.809193,0.930044,0.054707,2
1,62,303,0.560968,0.048323,0.809189,0.93097,0.786757,0.06894,0.73003,0.78207,0.202449,0.279106,0.372409,0.412649,0.647268,0.679132,0.899989,0.803917,0.025171,2
1,63,401,0.741596,0.781656,0.03342,0.239747,0.149745,0.405233,0.937797,0.063071,0.034082,0.633758,0.31937,0.992912,0.408746,0.385854,0.55443,0.455547,0.250476,1
1,64,435,0.805422,0.388095,0.251939,0.392807,0.088559,0.339881,0.017619,0.600453,0.539978,0.076222,0.350706,0.901758,0.135816,0.256838,0.430275,0.886183,0.943308,2
1,65,242,0.447649,0.565571,0.361594,0.652016,0.80163,0.750647,0.955125,0.534233,0.875553,0.444225,0.128868,0.907614,0.358759,0.895476,0.755525,0.764245,0.778632,2
1,66,144,0.266649,0.105046,0.92215,0.232658,0.120187,0.022208,0.367209,0.936907,0.595062,0.593229,0.418347,0.331339,0.48161,0.194637,0.763,0.219925,0.233415,2
1,67,151,0.280268,0.068818,0.734332,0.534126,0.013868,0.145605,0.578665,0.895257,0.865406,0.550564,0.50538,0.751908,0.334615,0.767593,0.108097,0.602484,0.903097,2
1,68,118,0.217061,0.270333,0.610046,0.321921,0.571763,0.212128,0.147203,0.949518,0.020036,0.365211,0.213456,0.3261,0.382851,0.125316,0.997265,0.726788,0.814627,2
1,69,299,0.551353,0.330233,0.699999,0.451201,0.001215,0.515302,0.247204,0.086283,0.294501,0.981731,0.855554,0.221855,0.573423,0.217769,0.50241,0.336716,0.550297,2
1,70,346,0.640317,0.179199,0.943816,0.965435,0.907978,0.288347,0.137221,0.931199,0.450723,0.931248,0.268674,0.716456,0.769175,0.776214,0.969363,0.591593,0.852321,2
